GeoType,CDTAType,GeogName,GeoID,Borough,Pop_1E,Pop_1M,Pop_1C,Pop_1P,Pop_1Z,MaleE,MaleM,MaleC,MaleP,MaleZ,FemE,FemM,FemC,FemP,FemZ,PopU5E,PopU5M,PopU5C,PopU5P,PopU5Z,Pop5t9E,Pop5t9M,Pop5t9C,Pop5t9P,Pop5t9Z,Pop10t14E,Pop10t14M,Pop10t14C,Pop10t14P,Pop10t14Z,Pop15t19E,Pop15t19M,Pop15t19C,Pop15t19P,Pop15t19Z,Pop20t24E,Pop20t24M,Pop20t24C,Pop20t24P,Pop20t24Z,Pop25t29E,Pop25t29M,Pop25t29C,Pop25t29P,Pop25t29Z,Pop30t34E,Pop30t34M,Pop30t34C,Pop30t34P,Pop30t34Z,Pop35t39E,Pop35t39M,Pop35t39C,Pop35t39P,Pop35t39Z,Pop40t44E,Pop40t44M,Pop40t44C,Pop40t44P,Pop40t44Z,Pop45t49E,Pop45t49M,Pop45t49C,Pop45t49P,Pop45t49Z,Pop50t54E,Pop50t54M,Pop50t54C,Pop50t54P,Pop50t54Z,Pop55t59E,Pop55t59M,Pop55t59C,Pop55t59P,Pop55t59Z,Pop60t64E,Pop60t64M,Pop60t64C,Pop60t64P,Pop60t64Z,Pop65t69E,Pop65t69M,Pop65t69C,Pop65t69P,Pop65t69Z,Pop70t74E,Pop70t74M,Pop70t74C,Pop70t74P,Pop70t74Z,Pop75t79E,Pop75t79M,Pop75t79C,Pop75t79P,Pop75t79Z,Pop80t84E,Pop80t84M,Pop80t84C,Pop80t84P,Pop80t84Z,Pop85plE,Pop85plM,Pop85plC,Pop85plP,Pop85plZ,PopU181E,PopU181M,PopU181C,PopU181P,PopU181Z,Pop65pl1E,Pop65pl1M,Pop65pl1C,Pop65pl1P,Pop65pl1Z,MdAgeE,MdAgeM,MdAgeC,MdAgeP,MdAgeZ,PopU18_2E,PopU18_2M,PopU18_2C,PopU18_2P,PopU18_2Z,PopU18ME,PopU18MM,PopU18MC,PopU18MP,PopU18MZ,PopU18FE,PopU18FM,PopU18FC,PopU18FP,PopU18FZ,Pop65pl2E,Pop65pl2M,Pop65pl2C,Pop65pl2P,Pop65pl2Z,Pop65plME,Pop65plMM,Pop65plMC,Pop65plMP,Pop65plMZ,Pop65plFE,Pop65plFM,Pop65plFC,Pop65plFP,Pop65plFZ,Pop_2E,Pop_2M,Pop_2C,Pop_2P,Pop_2Z,Hsp1E,Hsp1M,Hsp1C,Hsp1P,Hsp1Z,NHspE,NHspM,NHspC,NHspP,NHspZ,WtNHE,WtNHM,WtNHC,WtNHP,WtNHZ,BlNHE,BlNHM,BlNHC,BlNHP,BlNHZ,AIANNHE,AIANNHM,AIANNHC,AIANNHP,AIANNHZ,AsnNHE,AsnNHM,AsnNHC,AsnNHP,AsnNHZ,NHPINHE,NHPINHM,NHPINHC,NHPINHP,NHPINHZ,OthNHE,OthNHM,OthNHC,OthNHP,OthNHZ,Rc2plNHE,Rc2plNHM,Rc2plNHC,Rc2plNHP,Rc2plNHZ,Hsp2E,Hsp2M,Hsp2C,Hsp2P,Hsp2Z,HspMeE,HspMeM,HspMeC,HspMeP,HspMeZ,HspPRE,HspPRM,HspPRC,HspPRP,HspPRZ,HspCubE,HspCubM,HspCubC,HspCubP,HspCubZ,HspDomE,HspDomM,HspDomC,HspDomP,HspDomZ,HspCAmE,HspCAmM,HspCAmC,HspCAmP,HspCAmZ,HspCRE,HspCRM,HspCRC,HspCRP,HspCRZ,HspGuatmE,HspGuatmM,HspGuatmC,HspGuatmP,HspGuatmZ,HspHndE,HspHndM,HspHndC,HspHndP,HspHndZ,HspNicE,HspNicM,HspNicC,HspNicP,HspNicZ,HspPanE,HspPanM,HspPanC,HspPanP,HspPanZ,HspSalvE,HspSalvM,HspSalvC,HspSalvP,HspSalvZ,HspOCAmE,HspOCAmM,HspOCAmC,HspOCAmP,HspOCAmZ,HspSAmE,HspSAmM,HspSAmC,HspSAmP,HspSAmZ,HspArgE,HspArgM,HspArgC,HspArgP,HspArgZ,HspBolE,HspBolM,HspBolC,HspBolP,HspBolZ,HspChlE,HspChlM,HspChlC,HspChlP,HspChlZ,HspColE,HspColM,HspColC,HspColP,HspColZ,HspEcE,HspEcM,HspEcC,HspEcP,HspEcZ,HspPrgE,HspPrgM,HspPrgC,HspPrgP,HspPrgZ,HspPeruE,HspPeruM,HspPeruC,HspPeruP,HspPeruZ,HspUrgE,HspUrgM,HspUrgC,HspUrgP,HspUrgZ,HspVnzE,HspVnzM,HspVnzC,HspVnzP,HspVnzZ,HspOSAmE,HspOSAmM,HspOSAmC,HspOSAmP,HspOSAmZ,HspOthE,HspOthM,HspOthC,HspOthP,HspOthZ,HspSpnrdE,HspSpnrdM,HspSpnrdC,HspSpnrdP,HspSpnrdZ,HspSpnshE,HspSpnshM,HspSpnshC,HspSpnshP,HspSpnshZ,HspSpAmE,HspSpAmM,HspSpAmC,HspSpAmP,HspSpAmZ,HspAllOthE,HspAllOthM,HspAllOthC,HspAllOthP,HspAllOthZ,Asn1RcE,Asn1RcM,Asn1RcC,Asn1RcP,Asn1RcZ,AsnEastE,AsnEastM,AsnEastC,AsnEastP,AsnEastZ,AsnChiNoTE,AsnChiNoTM,AsnChiNoTC,AsnChiNoTP,AsnChiNoTZ,AsnJpnE,AsnJpnM,AsnJpnC,AsnJpnP,AsnJpnZ,AsnKorE,AsnKorM,AsnKorC,AsnKorP,AsnKorZ,AsnMgolE,AsnMgolM,AsnMgolC,AsnMgolP,AsnMgolZ,AsnOkinwE,AsnOkinwM,AsnOkinwC,AsnOkinwP,AsnOkinwZ,AsnTwnE,AsnTwnM,AsnTwnC,AsnTwnP,AsnTwnZ,AsnSouthE,AsnSouthM,AsnSouthC,AsnSouthP,AsnSouthZ,AsnIndE,AsnIndM,AsnIndC,AsnIndP,AsnIndZ,AsnBngE,AsnBngM,AsnBngC,AsnBngP,AsnBngZ,AsnBhutnE,AsnBhutnM,AsnBhutnC,AsnBhutnP,AsnBhutnZ,AsnNepalE,AsnNepalM,AsnNepalC,AsnNepalP,AsnNepalZ,AsnPakE,AsnPakM,AsnPakC,AsnPakP,AsnPakZ,AsnSriLE,AsnSriLM,AsnSriLC,AsnSriLP,AsnSriLZ,AsnSEastE,AsnSEastM,AsnSEastC,AsnSEastP,AsnSEastZ,AsnBurmE,AsnBurmM,AsnBurmC,AsnBurmP,AsnBurmZ,AsnCmbE,AsnCmbM,AsnCmbC,AsnCmbP,AsnCmbZ,AsnFlpE,AsnFlpM,AsnFlpC,AsnFlpP,AsnFlpZ,AsnHmngE,AsnHmngM,AsnHmngC,AsnHmngP,AsnHmngZ,AsnIndnsnE,AsnIndnsnM,AsnIndnsnC,AsnIndnsnP,AsnIndnsnZ,AsnLaoE,AsnLaoM,AsnLaoC,AsnLaoP,AsnLaoZ,AsnMalsnE,AsnMalsnM,AsnMalsnC,AsnMalsnP,AsnMalsnZ,AsnThaiE,AsnThaiM,AsnThaiC,AsnThaiP,AsnThaiZ,AsnVtnE,AsnVtnM,AsnVtnC,AsnVtnP,AsnVtnZ,AsnOAsnE,AsnOAsnM,AsnOAsnC,AsnOAsnP,AsnOAsnZ,Asn2plE,Asn2plM,Asn2plC,Asn2plP,Asn2plZ
CDTA2020,CD,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),BK01,Brooklyn,"191,265","5,078",1.6,100,0,"95,420","3,016",1.9,49.9,0.9,"95,845","2,918",1.9,50.1,0.7,"16,990","1,328",4.7,8.9,0.7,"12,485","1,151",5.6,6.5,0.6,"11,120","1,036",5.7,5.8,0.5,"9,452",994,6.4,4.9,0.5,"12,584","1,155",5.6,6.6,0.6,"25,101","1,297",3.1,13.1,0.6,"24,934","1,265",3.1,13.0,0.6,"18,112","1,212",4.1,9.5,0.6,"12,187",897,4.5,6.4,0.4,"9,333",757,4.9,4.9,0.4,"7,359",670,5.5,3.8,0.3,"6,927",778,6.8,3.6,0.4,"6,569",656,6.1,3.4,0.3,"5,517",571,6.3,2.9,0.3,"4,332",538,7.5,2.3,0.3,"3,130",438,8.5,1.6,0.2,"2,349",401,10.4,1.2,0.2,"2,784",562,12.3,1.5,0.3,"46,816","2,916",3.8,24.5,1.4,"18,112","1,122",3.8,9.5,0.5,31.6,0.3,0.6,,,"46,816","2,916",3.8,100,0,"24,487","1,679",4.2,52.3,1.5,"22,329","1,715",4.7,47.7,2.1,"18,112","1,122",3.8,100,0,"7,458",727,5.9,41.2,3.1,"10,654",711,4.1,58.8,1.5,"191,265","5,078",1.6,100,0,"46,904","2,525",3.3,24.5,1.1,"144,361","4,719",2.0,75.5,1.4,"115,275","4,348",2.3,60.3,1.6,"10,119","1,200",7.2,5.3,0.6,270,160,36.0,0.1,0.1,"12,635","1,561",7.5,6.6,0.8,32,52,98.8,0.0,0.0,534,229,26.0,0.3,0.1,"5,496",787,8.7,2.9,0.4,"46,904","2,525",3.3,100,0,"5,064",969,11.6,10.8,2.0,"19,887","1,760",5.4,42.4,3.0,"1,152",382,20.2,2.5,0.8,"8,548","1,326",9.4,18.2,2.7,"1,899",565,18.1,4.0,1.2,16,25,94.1,0.0,0.1,663,375,34.4,1.4,0.8,264,138,31.9,0.6,0.3,105,65,37.6,0.2,0.1,208,150,43.8,0.4,0.3,592,355,36.5,1.3,0.8,51,66,79.2,0.1,0.1,"7,146","1,136",9.7,15.2,2.3,896,381,25.9,1.9,0.8,68,57,50.8,0.1,0.1,380,225,36.0,0.8,0.5,"2,379",582,14.9,5.1,1.2,"2,398",789,20.0,5.1,1.7,17,27,96.5,0.0,0.1,423,189,27.1,0.9,0.4,21,27,78.7,0.0,0.1,519,303,35.5,1.1,0.6,45,51,69.4,0.1,0.1,"3,208",643,12.2,6.8,1.3,953,370,23.6,2.0,0.8,662,324,29.7,1.4,0.7,0,,,,,"1,593",430,16.4,3.4,0.9,"12,720","1,563",7.5,100,0,"8,530","1,297",9.2,67.1,6.0,"6,505","1,240",11.6,51.1,7.5,430,148,20.9,3.4,1.1,"1,334",322,14.7,10.5,2.2,14,22,95.5,0.1,0.2,0,,,,,247,136,33.4,1.9,1.0,"2,705",868,19.5,21.3,6.3,"2,234",810,22.0,17.6,6.0,319,297,56.7,2.5,2.3,0,,,,,10,16,97.3,0.1,0.1,92,78,51.4,0.7,0.6,50,56,68.1,0.4,0.4,863,213,15.0,6.8,1.5,0,,,,,10,15,91.2,0.1,0.1,433,153,21.4,3.4,1.1,0,,,,,17,27,96.5,0.1,0.2,0,,,,,11,17,93.9,0.1,0.1,75,52,42.5,0.6,0.4,317,135,25.8,2.5,1.0,166,94,34.3,1.3,0.7,456,161,21.5,3.6,1.2
CDTA2020,CD,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),BK02,Brooklyn,"121,103","3,200",1.6,100,0,"56,528","1,913",2.1,46.7,1.0,"64,575","2,014",1.9,53.3,0.9,"8,420",786,5.7,7.0,0.6,"5,703",747,8.0,4.7,0.6,"4,552",576,7.7,3.8,0.5,"5,551",587,6.4,4.6,0.5,"6,998",643,5.6,5.8,0.5,"13,793",914,4.0,11.4,0.7,"16,112",909,3.4,13.3,0.7,"12,399",859,4.2,10.2,0.7,"9,424",661,4.3,7.8,0.5,"7,451",606,4.9,6.2,0.5,"5,521",501,5.5,4.6,0.4,"5,984",642,6.5,4.9,0.5,"5,288",593,6.8,4.4,0.5,"4,278",454,6.5,3.5,0.4,"2,976",369,7.5,2.5,0.3,"2,663",439,10.0,2.2,0.4,"1,726",305,10.8,1.4,0.2,"2,264",609,16.3,1.9,0.5,"21,036","1,370",4.0,17.4,1.0,"13,907","1,035",4.5,11.5,0.8,34.8,0.4,0.6,,,"21,036","1,370",4.0,100,0,"10,926","1,003",5.6,51.9,3.4,"10,110",847,5.1,48.1,2.5,"13,907","1,035",4.5,100,0,"5,274",620,7.1,37.9,3.5,"8,633",720,5.1,62.1,2.3,"121,103","3,200",1.6,100,0,"15,818","1,608",6.2,13.1,1.3,"105,285","2,920",1.7,86.9,0.7,"59,424","2,062",2.1,49.1,1.1,"25,317","1,705",4.1,20.9,1.3,219,198,54.9,0.2,0.2,"13,319","1,038",4.7,11.0,0.8,46,56,73.4,0.0,0.0,730,339,28.2,0.6,0.3,"6,230",962,9.4,5.1,0.8,"15,818","1,608",6.2,100,0,"1,610",343,12.9,10.2,1.9,"5,399",876,9.9,34.1,4.3,663,204,18.7,4.2,1.2,"2,614",851,19.8,16.5,5.1,"1,067",298,17.0,6.7,1.8,19,29,92.8,0.1,0.2,169,137,49.2,1.1,0.9,299,198,40.2,1.9,1.2,23,25,67.4,0.1,0.2,372,140,22.8,2.4,0.8,185,108,35.5,1.2,0.7,0,,,,,"2,754",879,19.4,17.4,5.3,402,177,26.8,2.5,1.1,0,,,,,259,198,46.4,1.6,1.2,863,563,39.7,5.5,3.5,401,204,30.9,2.5,1.3,0,,,,,518,463,54.3,3.3,2.9,18,38,128.3,0.1,0.2,293,162,33.6,1.9,1.0,0,,,,,"1,711",525,18.6,10.8,3.1,293,114,23.6,1.9,0.7,202,123,37.1,1.3,0.8,0,,,,,"1,216",494,24.7,7.7,3.0,"13,357","1,038",4.7,100,0,"9,771",962,6.0,73.2,4.4,"7,257",812,6.8,54.3,4.4,425,134,19.1,3.2,1.0,"1,903",490,15.7,14.2,3.5,0,,,,,0,,,,,186,86,28.0,1.4,0.6,"2,215",374,10.3,16.6,2.5,"2,038",365,10.9,15.3,2.5,61,57,56.6,0.5,0.4,0,,,,,0,,,,,93,55,35.8,0.7,0.4,23,26,68.7,0.2,0.2,943,215,13.9,7.1,1.5,6,10,101.3,0.0,0.1,0,,,,,543,170,19.1,4.1,1.2,0,,,,,0,,,,,21,23,65.6,0.2,0.2,40,62,94.2,0.3,0.5,82,57,42.2,0.6,0.4,251,99,23.9,1.9,0.7,100,80,48.4,0.7,0.6,328,140,26.0,2.5,1.0
CDTA2020,CD,BK03 Bedford-Stuyvesant (CD 3 Approximation),BK03,Brooklyn,"170,586","4,627",1.6,100,0,"78,043","2,533",2.0,45.7,0.8,"92,543","2,975",2.0,54.3,0.9,"11,766","1,110",5.7,6.9,0.6,"10,402",948,5.5,6.1,0.5,"9,493",835,5.3,5.6,0.5,"8,791",837,5.8,5.2,0.5,"12,947","1,088",5.1,7.6,0.6,"22,113","1,254",3.4,13.0,0.6,"17,897","1,066",3.6,10.5,0.6,"13,767",898,4.0,8.1,0.5,"10,674",803,4.6,6.3,0.4,"10,320",793,4.7,6.0,0.4,"9,364",738,4.8,5.5,0.4,"8,238",832,6.1,4.8,0.5,"7,448",677,5.5,4.4,0.4,"5,224",541,6.3,3.1,0.3,"4,573",584,7.8,2.7,0.3,"3,613",518,8.7,2.1,0.3,"2,085",342,10.0,1.2,0.2,"1,871",399,13.0,1.1,0.2,"37,572","2,271",3.7,22.0,1.2,"17,366","1,162",4.1,10.2,0.6,32.7,0.4,0.7,,,"37,572","2,271",3.7,100,0,"18,564","1,324",4.3,49.4,1.9,"19,008","1,534",4.9,50.6,2.7,"17,366","1,162",4.1,100,0,"6,485",568,5.3,37.3,2.1,"10,881",875,4.9,62.7,2.8,"170,586","4,627",1.6,100,0,"30,176","2,026",4.1,17.7,1.1,"140,410","4,336",1.9,82.3,1.2,"43,013","2,526",3.6,25.2,1.3,"84,591","3,476",2.5,49.6,1.5,189,116,37.2,0.1,0.1,"6,450",975,9.2,3.8,0.6,39,43,67.3,0.0,0.0,445,227,31.0,0.3,0.1,"5,683","1,056",11.3,3.3,0.6,"30,176","2,026",4.1,100,0,"4,446",884,12.1,14.7,2.8,"9,992","1,204",7.3,33.1,3.3,768,237,18.8,2.5,0.8,"8,417","1,213",8.8,27.9,3.6,"2,128",570,16.3,7.1,1.8,375,243,39.4,1.2,0.8,181,109,36.7,0.6,0.4,378,204,32.8,1.3,0.7,38,40,64.4,0.1,0.1,696,315,27.5,2.3,1.0,352,245,42.3,1.2,0.8,108,168,94.6,0.4,0.6,"2,310",489,12.9,7.7,1.5,135,71,32.0,0.4,0.2,0,,,,,125,73,35.5,0.4,0.2,413,172,25.4,1.4,0.6,853,301,21.5,2.8,1.0,0,,,,,311,218,42.6,1.0,0.7,37,33,53.9,0.1,0.1,415,245,35.9,1.4,0.8,21,26,75.2,0.1,0.1,"2,115",586,16.8,7.0,1.9,281,137,29.7,0.9,0.5,214,209,59.5,0.7,0.7,0,,,,,"1,620",529,19.8,5.4,1.7,"6,628",986,9.0,100,0,"3,495",552,9.6,52.7,2.8,"2,119",468,13.4,32.0,5.2,485,176,22.1,7.3,2.4,713,182,15.5,10.8,2.2,0,,,,,0,,,,,178,147,50.0,2.7,2.2,"2,585",815,19.2,39.0,10.8,"1,329",424,19.4,20.1,5.7,"1,071",687,39.0,16.2,10.1,0,,,,,54,74,83.3,0.8,1.1,131,78,36.1,2.0,1.1,0,,,,,463,161,21.2,7.0,2.2,21,32,92.6,0.3,0.5,0,,,,,240,127,32.2,3.6,1.8,0,,,,,0,,,,,10,15,91.2,0.2,0.2,59,71,73.3,0.9,1.1,52,37,43.6,0.8,0.6,81,46,34.8,1.2,0.7,26,22,51.5,0.4,0.3,59,34,35.4,0.9,0.5
CDTA2020,CD,BK04 Bushwick (CD 4 Equivalent),BK04,Brooklyn,"112,478","3,780",2.0,100,0,"54,880","2,214",2.5,48.8,1.1,"57,598","2,299",2.4,51.2,1.1,"5,660",823,8.8,5.0,0.7,"6,008",770,7.8,5.3,0.7,"6,445",753,7.1,5.7,0.6,"5,225",655,7.6,4.6,0.6,"11,581","1,023",5.4,10.3,0.8,"18,362","1,189",3.9,16.3,0.9,"12,769","1,004",4.8,11.4,0.8,"9,037",717,4.8,8.0,0.6,"6,398",568,5.4,5.7,0.5,"5,418",609,6.8,4.8,0.5,"5,746",580,6.1,5.1,0.5,"5,003",602,7.3,4.4,0.5,"4,334",551,7.7,3.9,0.5,"3,327",433,7.9,3.0,0.4,"2,748",491,10.9,2.4,0.4,"2,018",434,13.1,1.8,0.4,"1,188",319,16.3,1.1,0.3,"1,211",304,15.3,1.1,0.3,"21,334","1,691",4.8,19.0,1.4,"10,492",947,5.5,9.3,0.8,31.1,0.4,0.8,,,"21,334","1,691",4.8,100,0,"10,489",979,5.7,49.2,2.4,"10,845","1,113",6.2,50.8,3.3,"10,492",947,5.5,100,0,"4,286",559,7.9,40.9,3.8,"6,206",689,6.8,59.1,3.8,"112,478","3,780",2.0,100,0,"61,087","3,305",3.3,54.3,2.3,"51,391","2,368",2.8,45.7,1.4,"23,612","1,477",3.8,21.0,1.1,"18,633","1,654",5.4,16.6,1.4,266,190,43.4,0.2,0.2,"5,544",766,8.4,4.9,0.7,21,26,76.4,0.0,0.0,"1,113",530,29.0,1.0,0.5,"2,202",530,14.6,2.0,0.5,"61,087","3,305",3.3,100,0,"12,032","1,834",9.3,19.7,2.8,"17,233","1,735",6.1,28.2,2.4,381,152,24.3,0.6,0.2,"14,028","1,609",7.0,23.0,2.3,"4,054",904,13.5,6.6,1.4,254,212,50.8,0.4,0.3,758,423,34.0,1.2,0.7,"1,690",574,20.7,2.8,0.9,221,126,34.7,0.4,0.2,257,179,42.3,0.4,0.3,874,485,33.7,1.4,0.8,0,,,,,"9,944","1,475",9.0,16.3,2.2,246,185,45.7,0.4,0.3,15,26,105.4,0.0,0.0,179,122,41.6,0.3,0.2,"1,211",354,17.8,2.0,0.6,"6,901","1,330",11.7,11.3,2.1,11,17,93.9,0.0,0.0,843,442,31.9,1.4,0.7,105,83,48.1,0.2,0.1,319,149,28.4,0.5,0.2,114,108,57.5,0.2,0.2,"3,415",962,17.1,5.6,1.5,983,689,42.6,1.6,1.1,104,85,49.7,0.2,0.1,19,31,99.2,0.0,0.1,"2,309",654,17.2,3.8,1.1,"5,601",768,8.3,100,0,"3,702",624,10.3,66.1,6.5,"2,679",579,13.1,47.8,8.0,373,137,22.4,6.7,2.3,515,156,18.5,9.2,2.5,12,17,86.1,0.2,0.3,0,,,,,123,107,52.7,2.2,1.9,912,314,20.9,16.3,5.1,774,281,22.1,13.8,4.6,72,112,94.6,1.3,2.0,0,,,,,0,,,,,66,83,76.6,1.2,1.5,0,,,,,607,178,17.8,10.8,2.8,0,,,,,0,,,,,493,168,20.7,8.8,2.7,13,20,93.5,0.2,0.4,25,27,66.1,0.4,0.5,17,26,93.0,0.3,0.5,0,,,,,0,,,,,59,41,41.8,1.1,0.7,317,281,53.9,5.7,5.0,63,56,54.3,1.1,1.0
CDTA2020,CD,BK05 East New York-Cypress Hills (CD 5 Approximation),BK05,Brooklyn,"190,587","5,205",1.7,100,0,"87,462","3,070",2.1,45.9,1.0,"103,125","3,145",1.9,54.1,0.7,"14,323","1,264",5.4,7.5,0.6,"13,643","1,127",5.0,7.2,0.6,"13,659","1,080",4.8,7.2,0.5,"11,705",973,5.1,6.1,0.5,"12,778",971,4.6,6.7,0.5,"14,699","1,007",4.2,7.7,0.5,"14,174","1,081",4.6,7.4,0.5,"13,021",968,4.5,6.8,0.5,"11,502",869,4.6,6.0,0.4,"11,720",884,4.6,6.1,0.4,"11,424",833,4.4,6.0,0.4,"12,617","1,111",5.4,6.6,0.6,"10,549",797,4.6,5.5,0.4,"8,135",822,6.1,4.3,0.4,"6,070",590,5.9,3.2,0.3,"4,452",602,8.2,2.3,0.3,"3,019",512,10.3,1.6,0.3,"3,097",484,9.5,1.6,0.3,"48,718","2,478",3.1,25.6,1.1,"24,773","1,436",3.5,13.0,0.7,35.1,0.5,0.9,,,"48,718","2,478",3.1,100,0,"24,687","1,613",4.0,50.7,2.1,"24,031","1,588",4.0,49.3,2.1,"24,773","1,436",3.5,100,0,"10,168",861,5.2,41.0,2.5,"14,605",968,4.0,59.0,1.9,"190,587","5,205",1.7,100,0,"66,671","3,483",3.2,35.0,1.6,"123,916","4,378",2.1,65.0,1.5,"7,279","1,014",8.5,3.8,0.5,"102,662","4,024",2.4,53.9,1.5,149,109,44.5,0.1,0.1,"8,169","1,270",9.5,4.3,0.7,114,148,79.1,0.1,0.1,"1,884",550,17.7,1.0,0.3,"3,659","1,027",17.1,1.9,0.5,"66,671","3,483",3.2,100,0,"3,989","1,014",15.5,6.0,1.5,"21,653","2,015",5.7,32.5,2.5,410,331,49.1,0.6,0.5,"23,396","2,217",5.8,35.1,2.8,"5,401","1,117",12.6,8.1,1.6,258,154,36.3,0.4,0.2,"1,301",781,36.5,2.0,1.2,"1,615",548,20.6,2.4,0.8,240,192,48.7,0.4,0.3,"1,120",392,21.3,1.7,0.6,756,333,26.8,1.1,0.5,111,91,49.7,0.2,0.1,"6,863","1,312",11.6,10.3,1.9,91,112,74.6,0.1,0.2,0,,,,,0,,,,,722,266,22.4,1.1,0.4,"5,454","1,268",14.1,8.2,1.9,0,,,,,150,103,41.6,0.2,0.2,1,3,182.4,0.0,0.0,232,136,35.6,0.3,0.2,213,153,43.6,0.3,0.2,"4,959",954,11.7,7.4,1.4,517,474,55.8,0.8,0.7,204,147,43.8,0.3,0.2,6,14,141.8,0.0,0.0,"4,232",811,11.6,6.3,1.2,"8,322","1,305",9.5,100,0,"2,332",566,14.7,28.0,5.2,"2,020",520,15.6,24.3,4.9,35,32,56.1,0.4,0.4,277,222,48.6,3.3,2.6,0,,,,,0,,,,,0,,,,,"5,599","1,143",12.4,67.3,8.8,"3,360",664,12.0,40.4,4.9,"1,957",907,28.2,23.5,10.3,0,,,,,15,39,158.1,0.2,0.5,267,203,46.2,3.2,2.4,0,,,,,265,173,39.6,3.2,2.0,64,85,81.0,0.8,1.0,0,,,,,83,56,40.8,1.0,0.7,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,118,139,71.8,1.4,1.7,60,57,58.2,0.7,0.7,66,59,53.9,0.8,0.7
CDTA2020,CD,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),BK06,Brooklyn,"118,866","3,338",1.7,100,0,"55,620","1,801",2.0,46.8,0.8,"63,246","2,184",2.1,53.2,1.1,"10,279",928,5.5,8.6,0.7,"7,012",779,6.8,5.9,0.6,"5,876",623,6.4,4.9,0.5,"4,012",491,7.4,3.4,0.4,"4,261",548,7.8,3.6,0.5,"10,639",859,4.9,9.0,0.7,"14,087",946,4.1,11.9,0.7,"12,374",729,3.6,10.4,0.5,"10,246",820,4.9,8.6,0.6,"8,459",811,5.8,7.1,0.7,"7,165",706,6.0,6.0,0.6,"6,070",623,6.2,5.1,0.5,"5,301",568,6.5,4.5,0.5,"4,398",461,6.4,3.7,0.4,"3,707",475,7.8,3.1,0.4,"2,457",379,9.4,2.1,0.3,"1,182",229,11.8,1.0,0.2,"1,341",301,13.7,1.1,0.3,"26,495","1,459",3.3,22.3,1.1,"13,085",880,4.1,11.0,0.7,36.3,0.5,0.8,,,"26,495","1,459",3.3,100,0,"12,435",848,4.1,46.9,1.9,"14,060","1,141",4.9,53.1,3.2,"13,085",880,4.1,100,0,"5,494",483,5.3,42.0,2.4,"7,591",637,5.1,58.0,2.9,"118,866","3,338",1.7,100,0,"17,651","1,602",5.5,14.8,1.3,"101,215","3,153",1.9,85.2,1.1,"72,986","2,598",2.2,61.4,1.3,"12,298","1,558",7.7,10.3,1.3,119,117,59.9,0.1,0.1,"8,991","1,020",6.9,7.6,0.8,280,345,75.0,0.2,0.3,657,214,19.8,0.6,0.2,"5,884",839,8.7,5.0,0.7,"17,651","1,602",5.5,100,0,"2,368",613,15.7,13.4,3.2,"6,799","1,005",9.0,38.5,4.5,776,260,20.4,4.4,1.4,"1,795",446,15.1,10.2,2.4,"1,849",850,27.9,10.5,4.7,50,41,50.3,0.3,0.2,155,102,40.2,0.9,0.6,286,143,30.4,1.6,0.8,194,220,69.0,1.1,1.2,481,265,33.5,2.7,1.5,683,754,67.1,3.9,4.3,0,,,,,"2,478",577,14.1,14.0,3.0,204,103,30.8,1.2,0.6,7,11,95.5,0.0,0.1,227,123,32.9,1.3,0.7,846,310,22.3,4.8,1.7,761,441,35.2,4.3,2.5,0,,,,,338,182,32.7,1.9,1.0,24,29,72.4,0.1,0.2,71,52,44.3,0.4,0.3,0,,,,,"1,586",428,16.4,9.0,2.3,554,253,27.8,3.1,1.4,226,178,48.0,1.3,1.0,0,,,,,806,288,21.7,4.6,1.6,"9,134","1,025",6.8,100,0,"5,930",857,8.8,64.9,5.9,"3,911",727,11.3,42.8,6.3,644,252,23.8,7.1,2.6,"1,160",344,18.0,12.7,3.5,0,,,,,0,,,,,215,158,44.8,2.4,1.7,"1,727",408,14.4,18.9,3.9,"1,503",379,15.3,16.5,3.7,90,110,74.3,1.0,1.2,0,,,,,12,19,96.3,0.1,0.2,122,100,49.6,1.3,1.1,0,,,,,849,215,15.4,9.3,2.1,0,,,,,18,18,60.8,0.2,0.2,544,169,18.9,6.0,1.7,0,,,,,44,67,92.6,0.5,0.7,0,,,,,29,35,72.9,0.3,0.4,42,35,51.0,0.5,0.4,172,101,35.8,1.9,1.1,180,192,64.8,2.0,2.1,448,192,26.1,4.9,2.0
