GeoType,CDTAType,GeogName,GeoID,Borough,Pop16plE,Pop16plM,Pop16plC,Pop16plP,Pop16plZ,LFE,LFM,LFC,LFP,LFZ,CvLF1E,CvLF1M,CvLF1C,CvLF1P,CvLF1Z,CvEm16pl1E,CvEm16pl1M,CvEm16pl1C,CvEm16pl1P,CvEm16pl1Z,CvLFUEm1E,CvLFUEm1M,CvLFUEm1C,CvLFUEm1P,CvLFUEm1Z,LFArmdFE,LFArmdFM,LFArmdFC,LFArmdFP,LFArmdFZ,NLF1E,NLF1M,NLF1C,NLF1P,NLF1Z,CvLF2E,CvLF2M,CvLF2C,CvLF2P,CvLF2Z,CvLFUEm2E,CvLFUEm2M,CvLFUEm2C,CvLFUEm2P,CvLFUEm2Z,F16plE,F16plM,F16plC,F16plP,F16plZ,F16plLFE,F16plLFM,F16plLFC,F16plLFP,F16plLFZ,F16plCvLFE,F16plCvLFM,F16plCvLFC,F16plCvLFP,F16plCvLFZ,F16plCLFEE,F16plCLFEM,F16plCLFEC,F16plCLFEP,F16plCLFEZ,OChU6E,OChU6M,OChU6C,OChU6P,OChU6Z,OChU6PLFE,OChU6PLFM,OChU6PLFC,OChU6PLFP,OChU6PLFZ,OCh6t17E,OCh6t17M,OCh6t17C,OCh6t17P,OCh6t17Z,OC6t17PLFE,OC6t17PLFM,OC6t17PLFC,OC6t17PLFP,OC6t17PLFZ,Wrkr16plE,Wrkr16plM,Wrkr16plC,Wrkr16plP,Wrkr16plZ,CW_DrvAlnE,CW_DrvAlnM,CW_DrvAlnC,CW_DrvAlnP,CW_DrvAlnZ,CW_CrpldE,CW_CrpldM,CW_CrpldC,CW_CrpldP,CW_CrpldZ,CW_PbTrnsE,CW_PbTrnsM,CW_PbTrnsC,CW_PbTrnsP,CW_PbTrnsZ,CW_WlkdE,CW_WlkdM,CW_WlkdC,CW_WlkdP,CW_WlkdZ,CW_OthE,CW_OthM,CW_OthC,CW_OthP,CW_OthZ,CW_WrkdHmE,CW_WrkdHmM,CW_WrkdHmC,CW_WrkdHmP,CW_WrkdHmZ,MnTrvTmE,MnTrvTmM,MnTrvTmC,MnTrvTmP,MnTrvTmZ,CvEm16pl2E,CvEm16pl2M,CvEm16pl2C,CvEm16pl2P,CvEm16pl2Z,MgBSciArtE,MgBSciArtM,MgBSciArtC,MgBSciArtP,MgBSciArtZ,SrvcE,SrvcM,SrvcC,SrvcP,SrvcZ,SalesOffE,SalesOffM,SalesOffC,SalesOffP,SalesOffZ,NRCnstMntE,NRCnstMntM,NRCnstMntC,NRCnstMntP,NRCnstMntZ,PrdTrnsMME,PrdTrnsMMM,PrdTrnsMMC,PrdTrnsMMP,PrdTrnsMMZ,CvEm16pl3E,CvEm16pl3M,CvEm16pl3C,CvEm16pl3P,CvEm16pl3Z,AgFFHME,AgFFHMM,AgFFHMC,AgFFHMP,AgFFHMZ,ConstctnE,ConstctnM,ConstctnC,ConstctnP,ConstctnZ,MnfctrngE,MnfctrngM,MnfctrngC,MnfctrngP,MnfctrngZ,WhlsaleE,WhlsaleM,WhlsaleC,WhlsaleP,WhlsaleZ,RetailE,RetailM,RetailC,RetailP,RetailZ,TrWHUtE,TrWHUtM,TrWHUtC,TrWHUtP,TrWHUtZ,InfoE,InfoM,InfoC,InfoP,InfoZ,FIREE,FIREM,FIREC,FIREP,FIREZ,PrfSMgAWME,PrfSMgAWMM,PrfSMgAWMC,PrfSMgAWMP,PrfSMgAWMZ,EdHlthCSAE,EdHlthCSAM,EdHlthCSAC,EdHlthCSAP,EdHlthCSAZ,ArtEnRAFSE,ArtEnRAFSM,ArtEnRAFSC,ArtEnRAFSP,ArtEnRAFSZ,OthnotPAE,OthnotPAM,OthnotPAC,OthnotPAP,OthnotPAZ,PubAdminE,PubAdminM,PubAdminC,PubAdminP,PubAdminZ,CvEm16pl4E,CvEm16pl4M,CvEm16pl4C,CvEm16pl4P,CvEm16pl4Z,PrvWSWrkrE,PrvWSWrkrM,PrvWSWrkrC,PrvWSWrkrP,PrvWSWrkrZ,GvtWrkrE,GvtWrkrM,GvtWrkrC,GvtWrkrP,GvtWrkrZ,SlfEmNIncE,SlfEmNIncM,SlfEmNIncC,SlfEmNIncP,SlfEmNIncZ,UpdFmWrkrE,UpdFmWrkrM,UpdFmWrkrC,UpdFmWrkrP,UpdFmWrkrZ,HH2E,HH2M,HH2C,HH2P,HH2Z,HHIU10E,HHIU10M,HHIU10C,HHIU10P,HHIU10Z,HHI10t14E,HHI10t14M,HHI10t14C,HHI10t14P,HHI10t14Z,HHI15t24E,HHI15t24M,HHI15t24C,HHI15t24P,HHI15t24Z,HHI25t34E,HHI25t34M,HHI25t34C,HHI25t34P,HHI25t34Z,HHI35t49E,HHI35t49M,HHI35t49C,HHI35t49P,HHI35t49Z,HHI50t74E,HHI50t74M,HHI50t74C,HHI50t74P,HHI50t74Z,HHI75t99E,HHI75t99M,HHI75t99C,HHI75t99P,HHI75t99Z,HI100t149E,HI100t149M,HI100t149C,HI100t149P,HI100t149Z,HI150t199E,HI150t199M,HI150t199C,HI150t199P,HI150t199Z,HHI200plE,HHI200plM,HHI200plC,HHI200plP,HHI200plZ,MdHHIncE,MdHHIncM,MdHHIncC,MdHHIncP,MdHHIncZ,MnHHIncE,MnHHIncM,MnHHIncC,MnHHIncP,MnHHIncZ,Inc_SoSecE,Inc_SoSecM,Inc_SoSecC,Inc_SoSecP,Inc_SoSecZ,Inc_RtrmtE,Inc_RtrmtM,Inc_RtrmtC,Inc_RtrmtP,Inc_RtrmtZ,Inc_SpSecE,Inc_SpSecM,Inc_SpSecC,Inc_SpSecP,Inc_SpSecZ,Inc_CPbAE,Inc_CPbAM,Inc_CPbAC,Inc_CPbAP,Inc_CPbAZ,Inc_SNAPE,Inc_SNAPM,Inc_SNAPC,Inc_SNAPP,Inc_SNAPZ,Fam2E,Fam2M,Fam2C,Fam2P,Fam2Z,FamIU10E,FamIU10M,FamIU10C,FamIU10P,FamIU10Z,FamI10t14E,FamI10t14M,FamI10t14C,FamI10t14P,FamI10t14Z,FamI15t24E,FamI15t24M,FamI15t24C,FamI15t24P,FamI15t24Z,FamI25t34E,FamI25t34M,FamI25t34C,FamI25t34P,FamI25t34Z,FamI35t49E,FamI35t49M,FamI35t49C,FamI35t49P,FamI35t49Z,FamI50t74E,FamI50t74M,FamI50t74C,FamI50t74P,FamI50t74Z,FamI75t99E,FamI75t99M,FamI75t99C,FamI75t99P,FamI75t99Z,FI100t149E,FI100t149M,FI100t149C,FI100t149P,FI100t149Z,FI150t199E,FI150t199M,FI150t199C,FI150t199P,FI150t199Z,FamI200plE,FamI200plM,FamI200plC,FamI200plP,FamI200plZ,MdFamIncE,MdFamIncM,MdFamIncC,MdFamIncP,MdFamIncZ,Nfam2E,Nfam2M,Nfam2C,Nfam2P,Nfam2Z,MdNFIncE,MdNFIncM,MdNFIncC,MdNFIncP,MdNFIncZ,PerCapIncE,PerCapIncM,PerCapIncC,PerCapIncP,PerCapIncZ,MdEWrkE,MdEWrkM,MdEWrkC,MdEWrkP,MdEWrkZ,MdEMFTWrkE,MdEMFTWrkM,MdEMFTWrkC,MdEMFTWrkP,MdEMFTWrkZ,MdEFFTWrkE,MdEFFTWrkM,MdEFFTWrkC,MdEFFTWrkP,MdEFFTWrkZ,CvNIPop2E,CvNIPop2M,CvNIPop2C,CvNIPop2P,CvNIPop2Z,HInsE,HInsM,HInsC,HInsP,HInsZ,PvHInsE,PvHInsM,PvHInsC,PvHInsP,PvHInsZ,PbHInsE,PbHInsM,PbHInsC,PbHInsP,PbHInsZ,NHInsE,NHInsM,NHInsC,NHInsP,NHInsZ,CvNIU18_2E,CvNIU18_2M,CvNIU18_2C,CvNIU18_2P,CvNIU18_2Z,U18NHInsE,U18NHInsM,U18NHInsC,U18NHInsP,U18NHInsZ,CNI1864_2E,CNI1864_2M,CNI1864_2C,CNI1864_2P,CNI1864_2Z,CvLF18t64E,CvLF18t64M,CvLF18t64C,CvLF18t64P,CvLF18t64Z,CvLFEmE,CvLFEmM,CvLFEmC,CvLFEmP,CvLFEmZ,EmHInsE,EmHInsM,EmHInsC,EmHInsP,EmHInsZ,EmPvHInsE,EmPvHInsM,EmPvHInsC,EmPvHInsP,EmPvHInsZ,EmPbHInsE,EmPbHInsM,EmPbHInsC,EmPbHInsP,EmPbHInsZ,EmNHInsE,EmNHInsM,EmNHInsC,EmNHInsP,EmNHInsZ,UEmE,UEmM,UEmC,UEmP,UEmZ,UEmHInsE,UEmHInsM,UEmHInsC,UEmHInsP,UEmHInsZ,UEmPvHInsE,UEmPvHInsM,UEmPvHInsC,UEmPvHInsP,UEmPvHInsZ,UEmPbHInsE,UEmPbHInsM,UEmPbHInsC,UEmPbHInsP,UEmPbHInsZ,UEmNHInsE,UEmNHInsM,UEmNHInsC,UEmNHInsP,UEmNHInsZ,NLF2E,NLF2M,NLF2C,NLF2P,NLF2Z,NLFHInsE,NLFHInsM,NLFHInsC,NLFHInsP,NLFHInsZ,NLFPvHInsE,NLFPvHInsM,NLFPvHInsC,NLFPvHInsP,NLFPvHInsZ,NLFPbHInsE,NLFPbHInsM,NLFPbHInsC,NLFPbHInsP,NLFPbHInsZ,NLFNHInsE,NLFNHInsM,NLFNHInsC,NLFNHInsP,NLFNHInsZ,FamPvUE,FamPvUM,FamPvUC,FamPvUP,FamPvUZ,FamBwPvE,FamBwPvM,FamBwPvC,FamBwPvP,FamBwPvZ,PopPvU1E,PopPvU1M,PopPvU1C,PopPvU1P,PopPvU1Z,PBwPvE,PBwPvM,PBwPvC,PBwPvP,PBwPvZ,PU18PvUE,PU18PvUM,PU18PvUC,PU18PvUP,PU18PvUZ,PU18BwPvE,PU18BwPvM,PU18BwPvC,PU18BwPvP,PU18BwPvZ,P65plPvUE,P65plPvUM,P65plPvUC,P65plPvUP,P65plPvUZ,P65plBwPvE,P65plBwPvM,P65plBwPvC,P65plBwPvP,P65plBwPvZ,PopPvU2E,PopPvU2M,PopPvU2C,PopPvU2P,PopPvU2Z,PvU50E,PvU50M,PvU50C,PvU50P,PvU50Z,Pv50t74E,Pv50t74M,Pv50t74C,Pv50t74P,Pv50t74Z,Pv75t99E,Pv75t99M,Pv75t99C,Pv75t99P,Pv75t99Z,Pv100t124E,Pv100t124M,Pv100t124C,Pv100t124P,Pv100t124Z,Pv125t149E,Pv125t149M,Pv125t149C,Pv125t149P,Pv125t149Z,Pv150t174E,Pv150t174M,Pv150t174C,Pv150t174P,Pv150t174Z,Pv175t184E,Pv175t184M,Pv175t184C,Pv175t184P,Pv175t184Z,Pv185t199E,Pv185t199M,Pv185t199C,Pv185t199P,Pv185t199Z,Pv200t299E,Pv200t299M,Pv200t299C,Pv200t299P,Pv200t299Z,Pv300t399E,Pv300t399M,Pv300t399C,Pv300t399P,Pv300t399Z,Pv400t499E,Pv400t499M,Pv400t499C,Pv400t499P,Pv400t499Z,Pv500plE,Pv500plM,Pv500plC,Pv500plP,Pv500plZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),BK01,Brooklyn,"148,777","3,404",1.4,100,0,"104,735","2,771",1.6,70.0,0.9,"104,708","2,773",1.6,70.4,0.9,"98,113","2,594",1.6,65.9,0.9,"6,595",820,7.6,4.4,0.5,27,46,103.6,0.0,0.0,"44,042","1,958",2.7,29.6,1.1,"104,708","2,773",1.6,100,0,"6,595",820,7.6,6.3,0.8,"75,440","2,008",1.6,100,0,"48,981","1,672",2.1,64.9,1.4,"48,954","1,673",2.1,64.9,1.4,"46,149","1,594",2.1,61.2,1.3,"19,311","1,483",4.7,100,0,"11,448","1,244",6.6,59.3,4.6,"26,369","2,091",4.8,100,0,"14,349","1,702",7.2,54.4,4.8,"96,143","2,548",1.6,100,0,"8,630",746,5.3,9.0,0.7,"2,277",398,10.6,2.4,0.4,"56,183","1,784",1.9,58.4,1.0,"13,129","1,064",4.9,13.7,1.0,"5,313",590,6.7,5.5,0.6,"10,611","1,212",6.9,11.0,1.2,34.0,1.5,2.7,,,"98,113","2,594",1.6,100,0,"55,861","1,987",2.2,56.9,1.4,"14,373","1,005",4.3,14.6,0.9,"19,978","1,160",3.5,20.4,1.1,"3,149",481,9.3,3.2,0.5,"4,752",538,6.9,4.8,0.5,"98,113","2,594",1.6,100,0,53,47,54.3,0.1,0.0,"3,140",544,10.5,3.2,0.5,"3,516",454,7.8,3.6,0.5,"2,631",431,10.0,2.7,0.4,"9,327",769,5.0,9.5,0.7,"2,779",455,9.9,2.8,0.5,"8,587",663,4.7,8.8,0.6,"8,504",706,5.0,8.7,0.7,"22,773","1,294",3.5,23.2,1.2,"18,791","1,112",3.6,19.2,1.0,"11,512",854,4.5,11.7,0.8,"4,175",831,12.1,4.3,0.8,"2,325",392,10.3,2.4,0.4,"98,113","2,594",1.6,100,0,"83,867","2,442",1.8,85.5,1.0,"7,271",743,6.2,7.4,0.7,"6,766",705,6.3,6.9,0.7,209,87,25.2,0.2,0.1,"75,487","1,556",1.3,100,0,"5,108",575,6.8,6.8,0.7,"4,699",544,7.0,6.2,0.7,"6,716",666,6.0,8.9,0.9,"5,667",663,7.1,7.5,0.9,"6,051",622,6.3,8.0,0.8,"8,356",715,5.2,11.1,0.9,"7,456",650,5.3,9.9,0.8,"11,029",809,4.5,14.6,1.0,"8,261",943,6.9,10.9,1.2,"12,144",720,3.6,16.1,0.9,"78,843","4,143",3.2,,,"114,031","4,765",2.5,,,"13,571",832,3.7,18.0,1.0,"6,159",620,6.1,8.2,0.8,"5,260",570,6.6,7.0,0.7,"5,520",704,7.7,7.3,0.9,"15,844",944,3.6,21.0,1.2,"38,709","1,246",2.0,100,0,"2,320",448,11.7,6.0,1.1,"2,210",386,10.6,5.7,1.0,"4,415",550,7.6,11.4,1.4,"3,897",532,8.3,10.1,1.3,"3,837",528,8.4,9.9,1.3,"4,646",532,7.0,12.0,1.3,"3,741",496,8.1,9.7,1.2,"4,484",536,7.3,11.6,1.3,"3,079",397,7.8,8.0,1.0,"6,080",524,5.2,15.7,1.3,"64,056","4,914",4.7,,,"36,778","1,376",2.3,100,0,"92,186","5,710",3.8,,,"44,616","2,009",2.7,,,"53,256","1,541",1.8,,,"77,350","3,643",2.9,,,"67,918","2,863",2.6,,,"191,011","5,075",1.6,100,0,"180,433","4,926",1.7,94.5,0.6,"107,953","3,401",1.9,56.5,1.0,"87,939","4,265",2.9,46.0,1.9,"10,578","1,144",6.6,5.5,0.6,"48,348","2,976",3.7,100,0,688,328,29.0,1.4,0.7,"124,718","3,080",1.5,,,"101,154","2,737",1.6,,,"94,992","2,580",1.7,100,0,"88,213","2,443",1.7,92.9,0.5,"72,379","2,210",1.9,76.2,1.1,"18,485","1,232",4.1,19.5,1.2,"6,779",819,7.3,7.1,0.8,"6,162",785,7.7,100,0,"5,079",667,8.0,82.4,2.6,"2,291",412,10.9,37.2,4.7,"3,021",549,11.0,49.0,6.3,"1,083",325,18.3,17.6,4.8,"23,564","1,334",3.4,100,0,"21,688","1,250",3.5,92.0,1.0,"9,019",770,5.2,38.3,2.4,"14,595","1,094",4.6,61.9,3.0,"1,876",463,15.0,8.0,1.9,"38,709","1,246",2.0,100,0,"8,327",751,5.5,21.5,1.8,"190,766","5,071",1.6,100,0,"48,574","3,597",4.5,25.5,1.8,"46,534","2,912",3.8,100,0,"20,439","2,282",6.8,43.9,4.1,"17,945","1,118",3.8,100,0,"4,656",722,9.4,25.9,3.7,"190,766","5,071",1.6,100,0,"21,349","1,472",4.2,11.2,0.7,"13,898","1,426",6.2,7.3,0.7,"13,327","1,368",6.2,7.0,0.7,"10,542","1,033",6.0,5.5,0.5,"8,155",937,7.0,4.3,0.5,"6,556",847,7.9,3.4,0.4,"2,437",484,12.1,1.3,0.3,"3,023",482,9.7,1.6,0.2,"20,334","1,371",4.1,10.7,0.7,"16,822","1,253",4.5,8.8,0.6,"14,469","1,175",4.9,7.6,0.6,"59,854","2,208",2.2,31.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),BK02,Brooklyn,"101,649","2,541",1.5,100,0,"73,317","2,060",1.7,72.0,0.9,"73,295","2,060",1.7,72.1,0.9,"68,804","1,969",1.7,67.7,0.9,"4,491",621,8.4,4.4,0.6,22,27,74.4,0.0,0.0,"28,332","1,486",3.2,27.9,1.3,"73,295","2,060",1.7,100,0,"4,491",621,8.4,6.1,0.8,"55,177","1,691",1.9,100,0,"38,194","1,363",2.2,69.2,1.3,"38,194","1,363",2.2,69.2,1.3,"35,782","1,316",2.2,64.8,1.3,"9,504",868,5.6,100,0,"7,791",814,6.4,82.0,4.2,"10,792",990,5.6,100,0,"8,144",916,6.8,75.5,4.9,"67,772","1,946",1.7,100,0,"4,425",508,7.0,6.5,0.7,"1,027",248,14.7,1.5,0.4,"42,391","1,366",2.0,62.5,0.9,"7,131",633,5.4,10.5,0.9,"3,626",512,8.6,5.4,0.7,"9,172","1,019",6.8,13.5,1.5,34.3,1.7,3.0,,,"68,804","1,969",1.7,100,0,"48,636","1,609",2.0,70.7,1.2,"6,893",668,5.9,10.0,0.9,"10,225",808,4.8,14.9,1.1,"1,021",249,14.9,1.5,0.4,"2,029",308,9.2,2.9,0.4,"68,804","1,969",1.7,100,0,37,34,55.3,0.1,0.0,"1,326",313,14.4,1.9,0.5,"2,087",316,9.2,3.0,0.5,"1,300",356,16.6,1.9,0.5,"4,850",516,6.5,7.0,0.7,"1,730",316,11.1,2.5,0.5,"5,719",595,6.3,8.3,0.8,"8,531",787,5.6,12.4,1.1,"18,127","1,028",3.4,26.3,1.3,"14,469",882,3.7,21.0,1.1,"5,378",510,5.8,7.8,0.7,"2,766",369,8.1,4.0,0.5,"2,484",349,8.5,3.6,0.5,"68,804","1,969",1.7,100,0,"56,711","1,830",2.0,82.4,1.2,"7,389",653,5.4,10.7,0.9,"4,599",496,6.6,6.7,0.7,105,69,40.2,0.2,0.1,"54,465","1,310",1.5,100,0,"4,231",505,7.3,7.8,0.9,"1,566",267,10.4,2.9,0.5,"3,033",447,9.0,5.6,0.8,"2,726",383,8.5,5.0,0.7,"3,023",380,7.6,5.6,0.7,"5,465",678,7.5,10.0,1.2,"5,050",521,6.3,9.3,0.9,"8,382",706,5.1,15.4,1.2,"6,292",607,5.9,11.6,1.1,"14,697",792,3.3,27.0,1.3,"112,437","6,105",3.3,,,"168,006","8,713",3.2,,,"9,723",781,4.9,17.9,1.4,"6,560",730,6.8,12.0,1.3,"2,637",369,8.5,4.8,0.7,"1,955",359,11.2,3.6,0.7,"6,002",522,5.3,11.0,0.9,"24,839",961,2.4,100,0,881,265,18.3,3.5,1.1,522,183,21.4,2.1,0.7,"1,306",317,14.7,5.3,1.3,"1,113",265,14.5,4.5,1.1,"1,471",261,10.8,5.9,1.0,"2,142",351,10.0,8.6,1.4,"1,947",320,10.0,7.8,1.3,"3,455",429,7.6,13.9,1.6,"2,789",354,7.7,11.2,1.4,"9,213",629,4.1,37.1,2.1,"143,789","10,574",4.5,,,"29,626","1,216",2.5,100,0,"90,983","6,137",4.1,,,"75,923","4,002",3.2,,,"74,370","3,125",2.6,,,"100,000",,,,,"88,378","3,641",2.5,,,"120,031","3,184",1.6,100,0,"116,412","3,148",1.6,97.0,0.5,"96,500","2,928",1.8,80.4,1.2,"29,510","1,699",3.5,24.6,1.3,"3,619",500,8.4,3.0,0.4,"22,354","1,391",3.8,100,0,229,136,36.2,1.0,0.6,"84,645","2,251",1.6,,,"69,982","2,006",1.7,,,"65,862","1,924",1.8,100,0,"63,421","1,881",1.8,96.3,0.5,"59,158","1,812",1.9,89.8,0.8,"5,134",589,7.0,7.8,0.9,"2,441",415,10.3,3.7,0.6,"4,120",612,9.0,100,0,"3,860",584,9.2,93.7,2.7,"2,272",436,11.7,55.1,6.7,"1,696",407,14.6,41.2,7.8,260,125,29.3,6.3,2.9,"14,663","1,039",4.3,100,0,"14,034","1,035",4.5,95.7,1.9,"9,489",921,5.9,64.7,4.3,"5,460",546,6.1,37.2,2.6,629,180,17.4,4.3,1.2,"24,839",961,2.4,100,0,"2,163",377,10.6,8.7,1.5,"115,575","3,130",1.6,100,0,"15,903","1,597",6.1,13.8,1.3,"20,637","1,362",4.0,100,0,"2,773",696,15.3,13.4,3.3,"13,032","1,009",4.7,100,0,"2,675",535,12.2,20.5,3.8,"115,575","3,130",1.6,100,0,"8,446",857,6.2,7.3,0.7,"3,148",519,10.0,2.7,0.4,"4,309",614,8.7,3.7,0.5,"2,988",459,9.3,2.6,0.4,"2,511",508,12.3,2.2,0.4,"2,937",449,9.3,2.5,0.4,"1,019",240,14.3,0.9,0.2,"1,047",254,14.7,0.9,0.2,"9,173",752,5.0,7.9,0.6,"7,045",746,6.4,6.1,0.6,"8,174",774,5.8,7.1,0.6,"64,778","2,151",2.0,56.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BK03 Bedford-Stuyvesant (CD 3 Approximation),BK03,Brooklyn,"136,783","3,485",1.5,100,0,"90,149","2,505",1.7,66.0,0.7,"90,071","2,502",1.7,65.8,0.7,"83,596","2,311",1.7,61.1,0.7,"6,475",723,6.8,4.7,0.5,78,69,53.5,0.1,0.1,"46,634","2,110",2.8,34.1,1.3,"90,071","2,502",1.7,100,0,"6,475",723,6.8,7.2,0.8,"75,538","2,222",1.8,100,0,"47,081","1,594",2.1,62.3,1.0,"47,081","1,594",2.1,62.3,1.0,"44,337","1,523",2.1,58.7,1.0,"13,156","1,188",5.5,100,0,"8,179",895,6.7,62.2,3.8,"22,372","1,594",4.3,100,0,"14,837","1,291",5.3,66.3,3.3,"81,832","2,277",1.7,100,0,"11,716",935,4.9,14.3,1.1,"1,915",400,12.7,2.3,0.5,"51,865","1,754",2.1,63.4,1.2,"5,263",597,6.9,6.4,0.7,"4,056",464,7.0,5.0,0.6,"7,017",790,6.8,8.6,0.9,41.8,1.9,2.8,,,"83,596","2,311",1.7,100,0,"40,586","1,654",2.5,48.6,1.5,"17,189","1,036",3.7,20.6,1.1,"16,306",993,3.7,19.5,1.1,"3,033",423,8.5,3.6,0.5,"6,482",648,6.1,7.8,0.7,"83,596","2,311",1.7,100,0,36,38,64.7,0.0,0.0,"2,472",355,8.7,3.0,0.4,"2,615",399,9.3,3.1,0.5,"1,546",292,11.5,1.8,0.3,"8,064",717,5.4,9.6,0.8,"5,870",706,7.3,7.0,0.8,"6,104",598,6.0,7.3,0.7,"4,976",533,6.5,6.0,0.6,"12,606",801,3.9,15.1,0.9,"21,832","1,220",3.4,26.1,1.3,"9,963",775,4.7,11.9,0.9,"3,477",428,7.5,4.2,0.5,"4,035",509,7.7,4.8,0.6,"83,596","2,311",1.7,100,0,"65,513","2,038",1.9,78.4,1.1,"13,080",973,4.5,15.6,1.1,"4,935",531,6.5,5.9,0.6,68,56,50.3,0.1,0.1,"66,626","1,457",1.3,100,0,"7,160",747,6.3,10.7,1.1,"4,427",568,7.8,6.6,0.8,"5,861",616,6.4,8.8,0.9,"4,414",511,7.0,6.6,0.8,"6,647",655,6.0,10.0,1.0,"9,397",709,4.6,14.1,1.0,"7,541",664,5.4,11.3,1.0,"9,609",740,4.7,14.4,1.1,"4,892",499,6.2,7.3,0.7,"6,678",580,5.3,10.0,0.8,"63,177","2,988",2.9,,,"92,948","4,710",3.1,,,"14,314",946,4.0,21.5,1.3,"8,474",739,5.3,12.7,1.1,"5,817",636,6.6,8.7,0.9,"4,191",502,7.3,6.3,0.7,"16,568",968,3.6,24.9,1.3,"35,459","1,252",2.1,100,0,"2,953",471,9.7,8.3,1.3,"1,828",377,12.5,5.2,1.0,"3,077",477,9.4,8.7,1.3,"2,474",392,9.6,7.0,1.1,"3,869",495,7.8,10.9,1.3,"4,992",551,6.7,14.1,1.5,"4,061",478,7.2,11.5,1.3,"5,269",579,6.7,14.9,1.5,"2,777",382,8.4,7.8,1.0,"4,159",467,6.8,11.7,1.2,"67,836","4,144",3.7,,,"31,167","1,188",2.3,100,0,"56,083","4,643",5.0,,,"36,169","1,923",3.2,,,"42,390","1,407",2.0,,,"58,806","2,108",2.2,,,"52,753","1,767",2.0,,,"170,000","4,623",1.7,100,0,"158,497","4,530",1.7,93.2,0.8,"103,059","3,703",2.2,60.6,1.4,"72,267","3,401",2.9,42.5,1.6,"11,503","1,020",5.4,6.8,0.6,"39,175","2,337",3.6,100,0,780,299,23.3,2.0,0.8,"113,805","3,036",1.6,,,"87,124","2,454",1.7,,,"81,003","2,289",1.7,100,0,"74,485","2,208",1.8,92.0,0.8,"62,883","2,125",2.1,77.6,1.4,"14,688","1,085",4.5,18.1,1.2,"6,518",669,6.2,8.0,0.8,"6,121",698,6.9,100,0,"4,846",606,7.6,79.2,4.0,"2,300",446,11.8,37.6,5.9,"2,932",453,9.4,47.9,5.0,"1,275",321,15.3,20.8,4.7,"26,681","1,511",3.4,100,0,"23,973","1,443",3.7,89.9,1.8,"10,679","1,072",6.1,40.0,3.3,"15,943","1,098",4.2,59.8,2.3,"2,708",447,10.0,10.1,1.6,"35,459","1,252",2.1,100,0,"7,375",728,6.0,20.8,1.9,"169,733","4,620",1.7,100,0,"41,406","3,104",4.6,24.4,1.7,"37,207","2,269",3.7,100,0,"13,338","1,797",8.2,35.8,4.3,"17,020","1,152",4.1,100,0,"3,858",625,9.8,22.7,3.3,"169,733","4,620",1.7,100,0,"20,441","1,454",4.3,12.0,0.8,"10,129","1,037",6.2,6.0,0.6,"10,836","1,084",6.1,6.4,0.6,"8,107",781,5.9,4.8,0.4,"7,634",781,6.2,4.5,0.4,"5,203",612,7.2,3.1,0.4,"1,488",295,12.1,0.9,0.2,"3,869",532,8.4,2.3,0.3,"22,551","1,383",3.7,13.3,0.7,"18,671","1,245",4.1,11.0,0.7,"16,102","1,096",4.1,9.5,0.6,"44,702","1,928",2.6,26.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
